,text,time
0,I would actually be okay with this. 3-4-2-1 would do us well. I'm just hoping he would use Pulisic and Gio as the twin 8's. Paredes could become a factor as a LWB. https://t.co/D63oah1ktH,2022-12-09 19:14:35+00:00
1,"RT @sul_sports: 🚨VICTORY🚨
🏀Sul Ross State 90, McMurry 83
⬇️SRSU stats⬇️
- Trey Nelson: 25 pts.
- Julian Paredes: 19 pts.
- Christian Nevare…",2022-12-09 19:14:16+00:00
2,"Sniping stocks, click to enter  https://t.co/WsnxUAvpZ8
@JooLuca48802176 @JuanGarciaRules @legendjane26 @Tony__Paredes @BlueHorseShoeTD @Purple_Puppy1 https://t.co/H9i1pKEEOi",2022-12-09 19:13:33+00:00
3,Paredes I miss you 😖,2022-12-09 19:24:56+00:00
4,"Mac Allister is absent. He needs to switch position with Enzo and get subbed for Paredes
#argentinavsnetherlands 
#Argentina 
#argvsned",2022-12-09 19:28:14+00:00
5,@Anna_96_10 Why don’t they put paredes man,2022-12-09 19:27:34+00:00
6,"Argentina look a lot more confident in build up with this 3 atb system, Paredes &amp; Di Maria for MacAllister &amp; Acuña at HT would make this work perfectly",2022-12-09 19:27:03+00:00
7,Paredes should be in this game…,2022-12-09 19:25:06+00:00
8,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:34:33+00:00
9,"Argentina have to bring Leandro Paredes in 2 half so that Enzo Fernandez can go up the pitch and play 
#FIFAWorldCup2022",2022-12-09 19:34:22+00:00
10,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:34:18+00:00
11,"Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GOF, we have gotten the entire law put on hold in the courts.

#Oregon https://t.co/WSYQBA1NIA",2022-12-09 19:33:57+00:00
12,paredes over de paul every day of the year,2022-12-09 19:33:02+00:00
13,paredes not starting still weird to me,2022-12-09 19:32:45+00:00
14,"for ETH the future, thank you @WaelElshrif9 @AliHass18921006 @jacobkearin @its_bitcoiner @paredes_altair @Zeus_Crypto0 @sinando23164269 @Serezha444 @Didar53975620 @HarishS64 @BTC77783846 @aw_awoo @mehdi63amini @ercan_elci https://t.co/uo3QXJ9XEb",2022-12-09 19:30:06+00:00
15,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:38:31+00:00
16,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:38:30+00:00
17,I need Paredes fit man wtf,2022-12-09 19:37:49+00:00
18,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:37:36+00:00
19,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:37:20+00:00
20,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:37:19+00:00
21,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:36:23+00:00
22,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:36:19+00:00
23,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:36:06+00:00
24,"RT @GunOwners: Great commentary from GOA’s Sam Paredes on the spike in gun sales in Oregon.

Thankfully, in a lawsuit brought by GOA and GO…",2022-12-09 19:35:10+00:00
