,text,time,sentiment
39,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:00:20+00:00,True
40,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:00:20+00:00,True
41,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:00:19+00:00,True
42,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:00:18+00:00,True
43,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:00:17+00:00,True
44,Audrey Wanda # Victoria  Strawberry ,2022-12-15 20:00:16+00:00,True
45,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:00:16+00:00,True
46,RT : World Cup winner 2022  Argentina  BELIVE        #,2022-12-15 20:00:14+00:00,True
47,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:00:14+00:00,True
48,Messi diecut sticker        ,2022-12-15 20:00:14+00:00,True
49,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:00:14+00:00,True
50,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:00:14+00:00,True
51,RT : These two deserve to play to the biggest teams in Europe    ,2022-12-15 20:00:13+00:00,True
52,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:00:12+00:00,True
53,RT : Who will win the  final?$RDT         #,2022-12-15 20:00:11+00:00,True
56,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:00:08+00:00,True
57,7 days to go for the IPL 2023 auction.     ,2022-12-15 20:00:07+00:00,True
58,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:00:07+00:00,True
59,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:00:03+00:00,True
60,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:00:03+00:00,True
61,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:00:02+00:00,True
63,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:00:01+00:00,True
64,Is  playing in  final?   ,2022-12-15 20:00:00+00:00,True
65,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:00:00+00:00,True
66,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:01:59+00:00,True
67,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:01:57+00:00,True
68,RT :  ||   HD   :  - : -   :Via  ,2022-12-15 20:01:56+00:00,True
69,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:01:51+00:00,True
70,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:01:51+00:00,True
72,RT :  ||   HD     : -   :Via     ,2022-12-15 20:01:48+00:00,True
73,Womens World Cup 2023: Five reasons to get excited right now           ,2022-12-15 20:01:47+00:00,True
74,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:01:46+00:00,True
75,RT :  ||       :- : -   :Via   #,2022-12-15 20:01:45+00:00,True
76,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:01:45+00:00,True
78,RT :  ||   HD :  -   :Via  -       ,2022-12-15 20:01:42+00:00,True
79,"La tenue des Bleus pour la finale dvoile ! Maillot bleu, short bleu, chaussettes bleues, ctait galement les couleurs affiches par laformation de Didier Deschamps quand elle a perdu contre la Tunisie (1-0) loccasion du dernier match de poules.   ",2022-12-15 20:01:41+00:00,True
80,RT :   ,2022-12-15 20:01:41+00:00,True
81,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:01:40+00:00,True
82,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:01:38+00:00,True
84,RT :  ||   HD :   - : -   :Via   ,2022-12-15 20:01:37+00:00,True
86,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:01:36+00:00,True
91,"Wondering where to watch the  Final this Sunday? How about on 's giant screen!  -Enjoy food options from  restaurants ,  and get a sneak peek of SoWa newest restaurant Marseille! FREE event  ",2022-12-15 20:01:31+00:00,True
92,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:01:31+00:00,True
93,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:01:28+00:00,True
94,"Manchester United are ready to launch a sensational offer to lure Karim Benzema to Old Trafford this summer, per Nacional  Sign up      #    ",2022-12-15 20:01:25+00:00,True
95,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:01:25+00:00,True
96,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:01:24+00:00,True
97,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:01:23+00:00,True
98,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:01:23+00:00,True
100,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:01:21+00:00,True
101,RT : WeShare  Football Betting Round of 16!    Total Goals ScoredBet below &amp;,2022-12-15 20:01:20+00:00,True
103,RT : #         #    ,2022-12-15 20:01:16+00:00,True
105,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:01:15+00:00,True
106,I'm proud to have been your fan     ,2022-12-15 20:01:14+00:00,True
107,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:01:14+00:00,True
108,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:01:13+00:00,True
109,RT : 55.000 a vous partager sur Stake lors de cette Coupe du monde 2022 500 a gagner dans les Bonne chance ,2022-12-15 20:01:12+00:00,True
110,RT : WeShare  Football Betting Round of 16!    Total Goals ScoredBet below &amp; Guess s,2022-12-15 20:01:11+00:00,True
111,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:01:10+00:00,True
112,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:01:07+00:00,True
113,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:01:06+00:00,True
114,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:01:03+00:00,True
115,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:01:02+00:00,True
116,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:01:01+00:00,True
118,RT : WESHARE RACE WINNERS 4-1  l 5Total GoalsCongratulations to all the winners up to 395 users! ,2022-12-15 20:01:00+00:00,True
120,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:02:57+00:00,True
121,"RT : FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : Full collection of 7,",2022-12-15 20:02:57+00:00,True
123,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:02:53+00:00,True
124,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:02:53+00:00,True
125,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:02:53+00:00,True
126,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:02:51+00:00,True
127,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:02:51+00:00,True
128,"RT :  ZETLY'S  CONTEST: STAGE NO.5Rewards: up to $10,000 in $ZETTasks:1Let us know which teams will win",2022-12-15 20:02:49+00:00,True
129,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:02:48+00:00,True
130,"RT : History still made  The team tried everything - no shame in tonight's performance, all Moroccans can be incredibly proud  ",2022-12-15 20:02:46+00:00,True
131,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:02:45+00:00,True
132,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:02:44+00:00,True
134,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:02:42+00:00,True
135,"RT : Who is best for you in world cup, Poland or Tunisia?        ",2022-12-15 20:02:42+00:00,True
137,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:02:40+00:00,True
138,RT :             ,2022-12-15 20:02:36+00:00,True
141,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:02:31+00:00,True
143,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:02:25+00:00,True
144,RT :          -     -     ,2022-12-15 20:02:24+00:00,True
145,RT :          -     -     ~,2022-12-15 20:02:23+00:00,True
146,RT :          -     -     ~,2022-12-15 20:02:21+00:00,True
147,"What does the World Cup have to do with hospitals?  professor, hospitalist &amp; cartoonist Grace Farris has found that  brings patients, health care workers &amp; doctors together. See why in her cartoon for : ",2022-12-15 20:02:21+00:00,True
148,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:02:17+00:00,True
149,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:02:17+00:00,True
150,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:02:16+00:00,True
151,RT : Der Pole Szymon Marciniak wird das Finale der Fuball-Weltmeisterschaft in Katar zwischen Titelverteidiger Frankreich und A,2022-12-15 20:02:13+00:00,True
152,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:02:11+00:00,True
153,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:02:10+00:00,True
154,Dubai girls Dubai travelMassage in DubaiMassage full service xxx    My number +971556857032Same number have WhatsApp ,2022-12-15 20:02:09+00:00,True
155,RT : It's a World Cup Finals ! 500 $ALGO ($110 $USDC)Eligibility LikeRetweetFollow  Comment with,2022-12-15 20:02:08+00:00,True
156,RT :  ||     :-         - :Via  @,2022-12-15 20:02:08+00:00,True
157,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:02:06+00:00,True
158,RT :                ,2022-12-15 20:02:04+00:00,True
159,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:02:03+00:00,True
160,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:02:00+00:00,True
161,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:03:59+00:00,True
162,# # #      ,2022-12-15 20:03:56+00:00,True
163,"RT :  ZETLY'S  CONTEST: STAGE NO.5Rewards: up to $10,000 in $ZETTasks:1Let us know which teams will win",2022-12-15 20:03:51+00:00,True
164,RT :   ,2022-12-15 20:03:49+00:00,True
165,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:03:48+00:00,True
166,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:03:46+00:00,True
167,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:03:43+00:00,True
170,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:03:39+00:00,True
171,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:03:39+00:00,True
172,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:03:38+00:00,True
173,RT : SESIMIZE SES KIZIMIZA NEFES OLUN LTFEN GELRMSNZ ,2022-12-15 20:03:38+00:00,True
174,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:03:37+00:00,True
176,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:03:33+00:00,True
177,La tenue de l'Argentine pour la finale dvoile ! Lionel Messi et ses coquipiers seront vtus eux du maillot domicile (ray blanc et bleu ciel) avec short et chaussettes blanches contrairement aux trois dernires rencontres (short noir).  ,2022-12-15 20:03:33+00:00,True
179,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:03:30+00:00,True
180,MESSI NO GO GREE ,2022-12-15 20:03:30+00:00,True
181,"Join the Neo Community, Guess the World Cup match results, and win a share of the prize pool!      ",2022-12-15 20:03:27+00:00,True
182,RT : MonkeyFans! The final round of the  is just days away! Who will come out on top?! 25K $MBS &amp; Monkey,2022-12-15 20:03:23+00:00,True
183,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:03:22+00:00,True
184,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:03:22+00:00,True
185,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:03:21+00:00,True
186,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:03:21+00:00,True
187,RT :    #,2022-12-15 20:03:20+00:00,True
188,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:03:17+00:00,True
189,RT : Were so into the  that we cannot help thinking about THE BALLS all the time. So my friend ,2022-12-15 20:03:16+00:00,True
190,How Many goals MESSI will Score and Assist in the World cup Final?         ,2022-12-15 20:03:14+00:00,True
191,RT : France and Argentina are gearing up for a heavyweight  final that pits Kylian Mbappe against Lionel Messi in a hotly,2022-12-15 20:03:10+00:00,True
192,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:03:10+00:00,True
194,Corduroy Shacket 19% off code: ZFTW18  SHOP&gt;&gt;                       ,2022-12-15 20:03:09+00:00,True
196,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:03:07+00:00,True
197,OnlyFans PANDORA KAAKI Si TT Gede Bodi MulusWeb 18+ : #   ,2022-12-15 20:03:07+00:00,True
198,"RT : Soccer Prediction &amp; Win 10,000 BUSDActivity time: 11.18-12.18To EnterJoinPost your pred",2022-12-15 20:03:06+00:00,True
199,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:03:04+00:00,True
201,RT : France and Argentina are gearing up for a heavyweight  final that pits Kylian Mbappe against Lionel Messi in a hotly,2022-12-15 20:03:02+00:00,True
202,RT : Messi leads Argentina to World Cup Final      ,2022-12-15 20:03:02+00:00,True
203,RT : WIN A HOLIDAY TO OMANIs the  leaving you full of adrenaline and craving adventure? Oman can promise you,2022-12-15 20:03:01+00:00,True
205,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:04:56+00:00,True
206,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:04:55+00:00,True
207,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:04:55+00:00,True
208,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:04:53+00:00,True
209,   1OO  1OO  3OO  VMC POD   5OO  Limited 1   :  #   # ,2022-12-15 20:04:51+00:00,True
210,RT : GiveawayComplete the following steps and stand a chance to win a sorare Card !- Follow - Like - R,2022-12-15 20:04:49+00:00,True
213,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:04:46+00:00,True
214,Peaceful  Wealthy # Miles #  ,2022-12-15 20:04:46+00:00,True
215,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:46+00:00,True
216,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:04:45+00:00,True
217,"RT : History still made  The team tried everything - no shame in tonight's performance, all Moroccans can be incredibly proud  ",2022-12-15 20:04:45+00:00,True
218,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:45+00:00,True
220,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:04:43+00:00,True
221,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:42+00:00,True
222,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:04:41+00:00,True
224,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:04:37+00:00,True
227,Audrey Wanda # Victoria  Strawberry ,2022-12-15 20:04:35+00:00,True
228,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:04:34+00:00,True
229,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:04:34+00:00,True
230,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:34+00:00,True
231,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:04:34+00:00,True
232,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:04:33+00:00,True
234,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:04:32+00:00,True
235,Daniel Riolo sous le charme d'Antoine Griezmann.              ,2022-12-15 20:04:32+00:00,True
237,Ce tweet a t publi le 15 juillet 2021.      ,2022-12-15 20:04:30+00:00,True
238,RT : It's a World Cup Finals ! 500 $ALGO ($110 $USDC)Eligibility LikeRetweetFollow  Comment with,2022-12-15 20:04:29+00:00,True
239,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:04:29+00:00,True
240,RT : $15 | 217.500 IDR ~ 120 MINS- RT + rt &amp; like       ,2022-12-15 20:04:26+00:00,True
241,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:26+00:00,True
242,   1OO  1OO  3OO  VMC POD   5OO  Limited 1   :  #   # ,2022-12-15 20:04:25+00:00,True
243,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:21+00:00,True
244,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:04:20+00:00,True
246,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:04:16+00:00,True
247,Bound Kyle # Willa  Timothy ,2022-12-15 20:04:14+00:00,True
248,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:04:13+00:00,True
249,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:04:08+00:00,True
250,"  ZETLY'S  CONTEST: STAGE NO.5Rewards: up to $10,000 in $ZET  ",2022-12-15 20:04:04+00:00,True
251,RT : Football Ape Club X Premint Collector PassWL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTasks:,2022-12-15 20:04:01+00:00,True
252,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:04:00+00:00,True
253,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:05:59+00:00,True
254,"Suggestion for the next World Cup to be held in US, Canada and Mexico, a floating stadium occupying the airspace of three sponsoring countries. so can be in three countries, walking around the stadium  fanfests can be in airplanes too..  make it real   ",2022-12-15 20:05:54+00:00,True
256,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:05:52+00:00,True
259,RT : MonkeyFans! The final round of the  is just days away! Who will come out on top?! 25K $MBS &amp; Monkey,2022-12-15 20:05:50+00:00,True
260,RT : $20 | 300.000 IDR ~ 20 Hours - RT + RT &amp; Like  draw    ,2022-12-15 20:05:50+00:00,True
261,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:05:49+00:00,True
263,RT : 55.000 a vous partager sur Stake lors de cette Coupe du monde 2022 500 a gagner dans les Bonne chance ,2022-12-15 20:05:47+00:00,True
264,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:05:46+00:00,True
265,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:05:46+00:00,True
266,RT : $20 GIVEAWAY ~ 3 HOURS  - RT &amp; RT + Like  's     ,2022-12-15 20:05:41+00:00,True
267,RT : $20  2 Hours -RT + RT &amp; Like      ,2022-12-15 20:05:40+00:00,True
268,RT : $15 in 120 Minutes RT + RT &amp; Like       ,2022-12-15 20:05:39+00:00,True
269,   1OO  1OO  3OO  VMC POD   5OO  Limited 1   :  #   # ,2022-12-15 20:05:38+00:00,True
270,RT : Welcome to Football Ape Club For 100$ and Mutiple Whitelist SpotsRegister here: Join Dis,2022-12-15 20:05:36+00:00,True
271,RT : We will be talking the journey to the finals      ,2022-12-15 20:05:36+00:00,True
273,  -  :              2036   2030 ,2022-12-15 20:05:32+00:00,True
274,RT : Fatih Terim'in Katar'da davetli olmas Trk futbolu iin bir gurur kayna iken kendini bilmez gruh Fas'n baarsn b,2022-12-15 20:05:31+00:00,True
276,RT : Football Ape Club ~ WL Mint Starts In 24 Hours! WL Mint Date : 16Dec2022 1:30 PM UTCWL Mint Price : 0.04 $ETHTa,2022-12-15 20:05:28+00:00,True
